domain,url,risk_score,category,type,brand,keywords,vt_malicious,vt_suspicious,urlscan_malicious,whois_status,whois_registrar,whois_registration_date,whois_expiration_date,ip_address,country,vt_available,urlscan_available,whois_available,timestamp
"0c7451bef32f40ca8b44da5769e6abdb.alb.azure.com","https://0c7451bef32f40ca8b44da5769e6abdb.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:02.624Z"
"0c7451bef32f40ca8b44da5769e6abdb-xds.alb.azure.com","https://0c7451bef32f40ca8b44da5769e6abdb-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:03.408Z"
"0c74.alb.azure.com","https://0c74.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:04.193Z"
"0c91k.visa-law.com","https://0c91k.visa-law.com",5,"medium_risk","enterprise_target","visa","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:04.979Z"
"0ca39457151.australiasoutheast.airflow.svc.datafactory.azure.com","https://0ca39457151.australiasoutheast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:05.781Z"
"0cd244b49e2b4110b8f26cfd0d8c4c7b.alb.azure.com","https://0cd244b49e2b4110b8f26cfd0d8c4c7b.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:06.573Z"
"0cd244b49e2b4110b8f26cfd0d8c4c7b-xds.alb.azure.com","https://0cd244b49e2b4110b8f26cfd0d8c4c7b-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:07.376Z"
"0cd2.alb.azure.com","https://0cd2.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:08.170Z"
"0cf89708631742.switzerlandwest.airflow.svc.datafactory.azure.com","https://0cf89708631742.switzerlandwest.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:08.958Z"
"0d001703831741.uksouth.airflow.svc.datafactory.azure.com","https://0d001703831741.uksouth.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:09.745Z"
"0d085066141740.koreacentral.airflow.svc.datafactory.azure.com","https://0d085066141740.koreacentral.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:10.528Z"
"0d360078-9f34-4ace-b058-747c11f6b742.vpn.azure.com","https://0d360078-9f34-4ace-b058-747c11f6b742.vpn.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:11.338Z"
"0d46d31128-testing.sequoia.us-west-2.appstudio.aws","https://0d46d31128-testing.sequoia.us-west-2.appstudio.aws",5,"medium_risk","enterprise_target","aws","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:12.144Z"
"0d4c5641dfa44fa7a3ede7325c5241bf.alb.azure.com","https://0d4c5641dfa44fa7a3ede7325c5241bf.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:12.930Z"
"0d4c5641dfa44fa7a3ede7325c5241bf-xds.alb.azure.com","https://0d4c5641dfa44fa7a3ede7325c5241bf-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:13.717Z"
"0d4c.alb.azure.com","https://0d4c.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:14.502Z"
"0d591782641727.westus.airflow.svc.datafactory.azure.com","https://0d591782641727.westus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:15.304Z"
"0d6e0548581743.westeurope.airflow.svc.datafactory.azure.com","https://0d6e0548581743.westeurope.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:16.092Z"
"0d7a8683361728.northcentralus.airflow.svc.datafactory.azure.com","https://0d7a8683361728.northcentralus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:16.878Z"
"0d7d9486621735.brazilsouth.airflow.svc.datafactory.azure.com","https://0d7d9486621735.brazilsouth.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:17.660Z"
"0dcf1126261728.westcentralus.airflow.svc.datafactory.azure.com","https://0dcf1126261728.westcentralus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:18.452Z"
"0df37430281738.swedencentral.airflow.svc.datafactory.azure.com","https://0df37430281738.swedencentral.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:19.235Z"
"0e075906381742.southcentralus.airflow.svc.datafactory.azure.com","https://0e075906381742.southcentralus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:20.019Z"
"0e079408821740.japaneast.airflow.svc.datafactory.azure.com","https://0e079408821740.japaneast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:20.807Z"
"0e0d3801571736.ukwest.airflow.svc.datafactory.azure.com","https://0e0d3801571736.ukwest.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:21.598Z"
"0e2477f58dd147dab40fa4c62fa45e0f.alb.azure.com","https://0e2477f58dd147dab40fa4c62fa45e0f.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:22.384Z"
"0e2477f58dd147dab40fa4c62fa45e0f-xds.alb.azure.com","https://0e2477f58dd147dab40fa4c62fa45e0f-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:23.183Z"
"0e24.alb.azure.com","https://0e24.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:24.005Z"
"0e2d.alb.azure.com","https://0e2d.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:24.859Z"
"0e2de5eb01ee40e28ba1425f973b9bb8.alb.azure.com","https://0e2de5eb01ee40e28ba1425f973b9bb8.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:25.666Z"
"0e2de5eb01ee40e28ba1425f973b9bb8-xds.alb.azure.com","https://0e2de5eb01ee40e28ba1425f973b9bb8-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:26.457Z"
"0e3c8191021736.northeurope.airflow.svc.datafactory.azure.com","https://0e3c8191021736.northeurope.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:27.248Z"
"0e4a3104251741.centraluseuap.airflow.svc.datafactory.azure.com","https://0e4a3104251741.centraluseuap.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:28.037Z"
"0e68df4c-346b-4388-9091-935015916360.myadpaccount.com","https://0e68df4c-346b-4388-9091-935015916360.myadpaccount.com",3,"blacklist_match","blacklist_match","","account",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:28.827Z"
"0e724254601742.eastus2.airflow.svc.datafactory.azure.com","https://0e724254601742.eastus2.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:29.618Z"
"0e793d62fb674f2992058595a93f4252.alb.azure.com","https://0e793d62fb674f2992058595a93f4252.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:30.405Z"
"0e793d62fb674f2992058595a93f4252-xds.alb.azure.com","https://0e793d62fb674f2992058595a93f4252-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:31.192Z"
"0e79.alb.azure.com","https://0e79.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:31.979Z"
"0e8405f1a8b048dbb70f132573a85b39.alb.azure.com","https://0e8405f1a8b048dbb70f132573a85b39.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:32.765Z"
"0e8405f1a8b048dbb70f132573a85b39-xds.alb.azure.com","https://0e8405f1a8b048dbb70f132573a85b39-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:33.551Z"
"0e84.alb.azure.com","https://0e84.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:34.346Z"
"0ea8.alb.azure.com","https://0ea8.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:35.136Z"
"0ea8f90c40334ea8a9154c0dfe4fccda.alb.azure.com","https://0ea8f90c40334ea8a9154c0dfe4fccda.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:35.923Z"
"0ea8f90c40334ea8a9154c0dfe4fccda-xds.alb.azure.com","https://0ea8f90c40334ea8a9154c0dfe4fccda-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:36.726Z"
"0ebc4505091737.northeurope.airflow.svc.datafactory.azure.com","https://0ebc4505091737.northeurope.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:37.539Z"
"0ec41423191739.japanwest.airflow.svc.datafactory.azure.com","https://0ec41423191739.japanwest.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:38.332Z"
"0ech3f.testingbigaccountcooldomainname5.info","https://0ech3f.testingbigaccountcooldomainname5.info",3,"blacklist_match","blacklist_match","","account",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:39.133Z"
"0eef4709621737.ukwest.airflow.svc.datafactory.azure.com","https://0eef4709621737.ukwest.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:39.923Z"
"0efd4faf32d94e17bf3787576bb49489.alb.azure.com","https://0efd4faf32d94e17bf3787576bb49489.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:40.715Z"
"0efd4faf32d94e17bf3787576bb49489-xds.alb.azure.com","https://0efd4faf32d94e17bf3787576bb49489-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:41.520Z"
"0efd.alb.azure.com","https://0efd.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:42.314Z"
"0elearning.api.cryptopool.eu","https://0elearning.api.cryptopool.eu",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:43.099Z"
"0f053939611728.southindia.airflow.svc.datafactory.azure.com","https://0f053939611728.southindia.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:43.884Z"
"0f230167661743.canadaeast.airflow.svc.datafactory.azure.com","https://0f230167661743.canadaeast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:45.055Z"
"0f3196e124ef4ee9bef6699da0153254.alb.azure.com","https://0f3196e124ef4ee9bef6699da0153254.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:45.849Z"
"0f3196e124ef4ee9bef6699da0153254-xds.alb.azure.com","https://0f3196e124ef4ee9bef6699da0153254-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:46.648Z"
"0f31.alb.azure.com","https://0f31.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:47.436Z"
"0f5f85a4b9174ce8b8621932e0ee677b.alb.azure.com","https://0f5f85a4b9174ce8b8621932e0ee677b.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:48.225Z"
"0f5f85a4b9174ce8b8621932e0ee677b-xds.alb.azure.com","https://0f5f85a4b9174ce8b8621932e0ee677b-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:49.010Z"
"0f5f.alb.azure.com","https://0f5f.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:49.798Z"
"0f610323191741.japanwest.airflow.svc.datafactory.azure.com","https://0f610323191741.japanwest.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:50.586Z"
"0f6b7620441738.japaneast.airflow.svc.datafactory.azure.com","https://0f6b7620441738.japaneast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:51.382Z"
"0f841345151736.japanwest.airflow.svc.datafactory.azure.com","https://0f841345151736.japanwest.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:52.172Z"
"0fca459405174.southafricanorth.airflow.svc.datafactory.azure.com","https://0fca459405174.southafricanorth.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:52.958Z"
"0fec4346741728.francecentral.airflow.svc.datafactory.azure.com","https://0fec4346741728.francecentral.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:53.759Z"
"0ff74103441736.japaneast.airflow.svc.datafactory.azure.com","https://0ff74103441736.japaneast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:54.546Z"
"0k6wwxnej1mo4cgzybit-spectrum-com-updateinfo.xn--jxashe5b.com","https://0k6wwxnej1mo4cgzybit-spectrum-com-updateinfo.xn--jxashe5b.com",3,"blacklist_match","blacklist_match","","update",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:55.334Z"
"0khi95lzptywcyxo.metadoctor.shop","https://0khi95lzptywcyxo.metadoctor.shop",5,"medium_risk","enterprise_target","meta","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:56.125Z"
"0paypermechogawistaging.opensourceintelligence.nl","https://0paypermechogawistaging.opensourceintelligence.nl",5,"medium_risk","enterprise_target","intel","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:56.917Z"
"0qlfif.testingbigaccountcooldomainname7.com","https://0qlfif.testingbigaccountcooldomainname7.com",3,"blacklist_match","blacklist_match","","account",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:57.704Z"
"0r0d4lbgbz32vyhf.metalgate.de","https://0r0d4lbgbz32vyhf.metalgate.de",5,"medium_risk","enterprise_target","meta","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:58.505Z"
"0.secure-veritycu.com","https://0.secure-veritycu.com",3,"blacklist_match","blacklist_match","","secure",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:57:59.293Z"
"0u12d.privatecrypto.xyz","https://0u12d.privatecrypto.xyz",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:00.080Z"
"0wwwauth.zenithacademyentes.insightandsound.co.uk","https://0wwwauth.zenithacademyentes.insightandsound.co.uk",3,"blacklist_match","blacklist_match","","auth",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:00.866Z"
"0www.git.git.git.git.dev.secure.salon-magazin.com","https://0www.git.git.git.git.dev.secure.salon-magazin.com",3,"blacklist_match","blacklist_match","","secure",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:01.654Z"
"0wwwm.auth.cms.clientes.insightandsound.co.uk","https://0wwwm.auth.cms.clientes.insightandsound.co.uk",3,"blacklist_match","blacklist_match","","auth",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:02.439Z"
"0www.www.test.metabase.143-244-152-170.affectionate-dubinsky.103-82-242-18.plesk.page","https://0www.www.test.metabase.143-244-152-170.affectionate-dubinsky.103-82-242-18.plesk.page",5,"medium_risk","enterprise_target","meta","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:03.237Z"
"0wwwwwwwww.community.auth.elasticsearch.edpro.dev","https://0wwwwwwwww.community.auth.elasticsearch.edpro.dev",3,"blacklist_match","blacklist_match","","auth",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:04.027Z"
"0xyzauth.ns1.new.dev.fuzo-marketing-buffet.de","https://0xyzauth.ns1.new.dev.fuzo-marketing-buffet.de",3,"blacklist_match","blacklist_match","","auth",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:04.810Z"
"10011798181742.japanwest.airflow.svc.datafactory.azure.com","https://10011798181742.japanwest.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:05.593Z"
"100best.music.apple.com","https://100best.music.apple.com",5,"medium_risk","enterprise_target","apple","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:06.406Z"
"100-cal.account.getequiem.com","https://100-cal.account.getequiem.com",3,"blacklist_match","blacklist_match","","account",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:07.200Z"
"100-creek.account.getequiem.com","https://100-creek.account.getequiem.com",3,"blacklist_match","blacklist_match","","account",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:07.994Z"
"101bitcoin.xyz","https://101bitcoin.xyz",3,"blacklist_match","blacklist_match","","bitcoin",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:08.786Z"
"102220.comr.comcommomabank.1world1airline.comww.agent.fluffy-otter-5.telebit.io","https://102220.comr.comcommomabank.1world1airline.comww.agent.fluffy-otter-5.telebit.io",3,"blacklist_match","blacklist_match","","bank",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:09.643Z"
"103314-unified-logging-nuget.learner-service.learn.iks-kubernetes.kallidusazure.com","https://103314-unified-logging-nuget.learner-service.learn.iks-kubernetes.kallidusazure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","true","false","2025-07-07T11:58:10.531Z"
"1040crypto.com","https://1040crypto.com",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","unknown","Porkbun LLC","2024-09-12T09:42:38Z","2025-09-12T09:42:38Z","","","false","false","true","2025-07-07T11:58:26.806Z"
"10597891131741.australiaeast.airflow.svc.datafactory.azure.com","https://10597891131741.australiaeast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:27.613Z"
"10669372381742.australiaeast.airflow.svc.datafactory.azure.com","https://10669372381742.australiaeast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:28.408Z"
"107f11a30c964cd584c239dbee3522dc.alb.azure.com","https://107f11a30c964cd584c239dbee3522dc.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:29.202Z"
"107f11a30c964cd584c239dbee3522dc-xds.alb.azure.com","https://107f11a30c964cd584c239dbee3522dc-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:29.993Z"
"107f.alb.azure.com","https://107f.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:30.791Z"
"108cbe25-875a-434e-84b3-2f8ab4259a53.bankmergers.com","https://108cbe25-875a-434e-84b3-2f8ab4259a53.bankmergers.com",3,"blacklist_match","blacklist_match","","bank",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:31.583Z"
"10a26613591741.canadaeast.airflow.svc.datafactory.azure.com","https://10a26613591741.canadaeast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:32.370Z"
"10bb601031074c57838bd4e6de9ca603.alb.azure.com","https://10bb601031074c57838bd4e6de9ca603.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:33.165Z"
"10bb601031074c57838bd4e6de9ca603-xds.alb.azure.com","https://10bb601031074c57838bd4e6de9ca603-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:33.955Z"
"10bb.alb.azure.com","https://10bb.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:34.746Z"
"10ce.alb.azure.com","https://10ce.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:35.535Z"
"10cee177d3bd4190bd9e5e55bc3eb3b4.alb.azure.com","https://10cee177d3bd4190bd9e5e55bc3eb3b4.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:36.320Z"
"10cee177d3bd4190bd9e5e55bc3eb3b4-xds.alb.azure.com","https://10cee177d3bd4190bd9e5e55bc3eb3b4-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:37.114Z"
"10da13df63c544528ed517bd05fe9252.alb.azure.com","https://10da13df63c544528ed517bd05fe9252.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:37.904Z"
"10da13df63c544528ed517bd05fe9252-xds.alb.azure.com","https://10da13df63c544528ed517bd05fe9252-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:38.697Z"
"10da.alb.azure.com","https://10da.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:39.490Z"
"10db0060211743.canadaeast.airflow.svc.datafactory.azure.com","https://10db0060211743.canadaeast.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:40.281Z"
"10e23988871742.eastus.airflow.svc.datafactory.azure.com","https://10e23988871742.eastus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:41.071Z"
"10ed7349851738.eastasia.airflow.svc.datafactory.azure.com","https://10ed7349851738.eastasia.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:41.864Z"
"110e.alb.azure.com","https://110e.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:42.648Z"
"110ed477c80c45158d57b189e0a6ca33.alb.azure.com","https://110ed477c80c45158d57b189e0a6ca33.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:44.581Z"
"110ed477c80c45158d57b189e0a6ca33-xds.alb.azure.com","https://110ed477c80c45158d57b189e0a6ca33-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:45.376Z"
"112b.alb.azure.com","https://112b.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:46.167Z"
"112bb125a31c441e9a55c88b24217ffe.alb.azure.com","https://112bb125a31c441e9a55c88b24217ffe.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:46.956Z"
"112bb125a31c441e9a55c88b24217ffe-xds.alb.azure.com","https://112bb125a31c441e9a55c88b24217ffe-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:47.746Z"
"11304265081728.francecentral.airflow.svc.datafactory.azure.com","https://11304265081728.francecentral.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:48.533Z"
"1135.alb.azure.com","https://1135.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:49.324Z"
"1135db1424b8405aa027f39c9bb94c97.alb.azure.com","https://1135db1424b8405aa027f39c9bb94c97.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:50.115Z"
"1135db1424b8405aa027f39c9bb94c97-xds.alb.azure.com","https://1135db1424b8405aa027f39c9bb94c97-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:50.904Z"
"113c3316791736.westcentralus.airflow.svc.datafactory.azure.com","https://113c3316791736.westcentralus.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:51.692Z"
"1150.nickelpayments.com","https://1150.nickelpayments.com",3,"blacklist_match","blacklist_match","","payment",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:52.474Z"
"115.132.167.72.host.secureserver.net","https://115.132.167.72.host.secureserver.net",3,"blacklist_match","blacklist_match","","secure",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:58:53.260Z"
